Timestamp,Name,Department,Which digital learning tools do you use regularly?,Which device do you primarily use to access these tools?,"On average, how many hours per week do you spend using digital learning tools?",Do you feel that digital learning tools have helped improve your grades or academic performance?,In what ways have digital learning tools influenced your learning experience?,Which specific digital tools do you believe have contributed the most to your academic success?,Have you noticed any changes in your academic performance since you started using digital learning tools?,How engaged do you feel during online classes or while using digital learning tools compared to traditional classroom settings?,Do digital learning tools encourage you to participate more actively in your studies?,What challenges do you face when using digital learning tools?,What improvements or features would you like to see in the digital learning tools you use?,How do you track your study habits and performance when using digital tools?
2024-09-28 15:22:55,User_8607,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,"Youtube , Notion",Significant improvement,Equally engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_2530,cse,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Google,Slight improvement,More Engaged,Yes,Technical issues,ensuring all the learners are   listening ,"Through app usage statistics, I don’t track"
2024-09-28 15:22:55,User_9146,ECE ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,More than 20 hours,Unsure,Enhanced understanding of subjects,"Digital tools and apps can significantly support a productive study routine. They help organize, plan, take notes, manage information, and provide study aids and resources.",Significant improvement,Less engaged,No,Lack of interaction,More communicable ,Self-tracking
2024-09-28 15:22:55,User_4682,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,"Option ,Better time management",YouTube & chatgpt,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_2139,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,"Enhanced understanding of subjects, More efficient study habits",Youtube,Slight improvement,More Engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_4552,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,Enhanced understanding of subjects,Google,Slight improvement,More Engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_4470,Mechanical and Mechatronics Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Smartphone,7-10 hours,Yes,Enhanced understanding of subjects,Coursera,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions",With similar examples and with frequently used and understandable words,Self-tracking
2024-09-28 15:22:55,User_2902,AIML,"Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Youtube...anatomy learning app,Slight improvement,More Engaged,Sometimes,None,Nill,Self-tracking
2024-09-28 15:22:55,User_2378,Mbbs,"Educational Apps (e.g., Khan Academy, Coursera), E-books",Tablet,11-15 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Youtube...anatomy learning app,Slight improvement,More Engaged,Yes,Lack of interaction,Pomodaro,Through app usage statistics
2024-09-28 15:22:55,User_9276,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management","Geeks of Geeks,W3schools",Slight improvement,Less engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:55,User_1819,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management","Coursera,Nptel,Bentley",No change,More Engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_3880,Cse,"Learning Management System (e.g., Moodle, Google Classroom)",Laptop,1-3 hours,Unsure,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management","google, youtube , chatgpt",Slight improvement,Equally engaged,Sometimes,None,Nil,Through app usage statistics
2024-09-28 15:22:55,User_6277,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,Increased engagement,Taking notes,Slight improvement,Less engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:55,User_7294,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,Enhanced understanding of subjects,Leetcode and sololearn,Significant improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_1282,AI&DS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",YouTube ,Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions",Obstacles happening coz of premium content should be minimized,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_9759,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Moodle,Significant improvement,Equally engaged,Sometimes,"Lack of interaction, Distractions",More interaction ,Self-tracking
2024-09-28 15:22:55,User_2192,CSE(CS),"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), E-books",Laptop,1-3 hours,Yes,"Option ,Better time management",Educational app - Coursera ,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions, Overwhelming amount of tools",Nil current features are great,I don’t track
2024-09-28 15:22:55,User_1575,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,Enhanced understanding of subjects,Online tutorials via youtube,Slight improvement,Equally engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_7932,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,"Enhanced understanding of subjects, Option ,Better time management",Zoom,Slight improvement,Equally engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_1464,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Online tutorials,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Adding more interactive features and minimizing the distraction stuffs,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_7417,MBBS ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,Less than 1 hour,Yes,"Option ,Better time management",Leetcode and sololearn,Significant improvement,More Engaged,Sometimes,Distractions,Clear and more explanation ,Self-tracking
2024-09-28 15:22:55,User_4063,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Notion and youtube ,Significant improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_3417,cse,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,11-15 hours,Yes,"Option ,Better time management","Geeks of Geeks,W3schools",Significant improvement,More Engaged,Yes,Technical issues,ensuring all the learners are   listening ,"Through app usage statistics, I don’t track"
2024-09-28 15:22:55,User_9884,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Zoom,Slight improvement,More Engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_2147,ECE,Online Tutorials,Laptop,7-10 hours,Yes,Increased engagement,Educational app - Coursera ,Significant improvement,Less engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools",more user-friendly ,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_3584,CSE ,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,YouTube Tutorials,Slight improvement,Equally engaged,Yes,"Technical issues, Distractions",More better concept understanding in a interactive mode,I don’t track
2024-09-28 15:22:55,User_1477,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,"Option ,Better time management",Youtube videos ,Slight improvement,Less engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:55,User_5457,ECE ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,More than 20 hours,Unsure,Enhanced understanding of subjects,Zoom,Slight improvement,Less engaged,No,Lack of interaction,More communicable ,Self-tracking
2024-09-28 15:22:55,User_9013,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,"Enhanced understanding of subjects, Option ,Better time management","Digital tools and apps can significantly support a productive study routine. They help organize, plan, take notes, manage information, and provide study aids and resources.",Slight improvement,Equally engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_7900,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Grammarly,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Adding more interactive features and minimizing the distraction stuffs,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_1289,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement","Youtube , Notion",Slight improvement,Equally engaged,Sometimes,Distractions,Immediate response of doubts,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_1080,Artificial intelligence and machine learning ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,YouTube,Significant improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Interactive quizzes,Self-tracking
2024-09-28 15:22:55,User_7948,It,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Increased engagement, Option ,Better time management",Youtube,Significant improvement,Equally engaged,Yes,"Distractions, Overwhelming amount of tools, Difficulty in using tools",Noclue,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_8573,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,More efficient study habits,Zoom,Significant improvement,Equally engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_6721,Mbbs,"Video Conferencing Tools (e.g., Zoom, Google Meet), Online Tutorials",Smartphone,Less than 1 hour,Unsure,"Option ,Better time management, More efficient study habits",Coursera,Significant improvement,More Engaged,No,"Lack of interaction, Distractions",More diagrams and flowcharts,I don’t track
2024-09-28 15:22:55,User_8029,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,Enhanced understanding of subjects,Zoom,Slight improvement,Less engaged,Sometimes,Technical issues,None,Self-tracking
